,Links to real estate
1270,https://batdongsan.com.vn/ban-nha-rieng-duong-le-van-luong-phuong-tan-kieng/ban-quan-7-vi-tri-kinh-doanh-dien-tich-5m-x-20m-pr42486178
1271,https://batdongsan.com.vn/ban-dat-duong-tam-thon-hiep-xa-tam-thon-hiep/ban-tap-dt-1363m-da-co-945m-tho-cu-o-to-vao-tan-gia-ban-9tr-m-pr42172821
1272,https://batdongsan.com.vn/ban-dat-duong-ba-xan-xa-binh-khanh-1/chinh-chu-ban-3100m-tp-ngang-mat-tien-69m-o-to-3-mat-view-rach-thoang-mat-pr42473573
1273,https://batdongsan.com.vn/ban-dat-duong-thanh-loc-28-phuong-thanh-loc-3/ban-lo-ngay-cho-cau-dong-hem-xe-hoi-khu-dan-cu-dong-bo-pr42645690
1274,https://batdongsan.com.vn/ban-nha-rieng-duong-no-trang-long-phuong-13-7/ban-13-bt-4-tang-4pn-5wc-garaoto-gia-9-95-ty-tl-chinh-chu-pr41988346
1275,https://batdongsan.com.vn/ban-dat-nen-du-an-duong-nguyen-binh-xa-nhon-duc-prj-khu-nha-o-28ha-nhon-duc/ban-tho-cu-da-co-so-lo-goc-20x11m-gia-37tr-m2-pr41199882
1276,https://batdongsan.com.vn/ban-nha-rieng-duong-duong-cat-loi-thi-tran-nha-be/ban-gia-re-4m-x-15m-2-lau-full-noi-that-gia-6-ty-190-tr-pr42481138
1277,https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-phuong-phu-thuan-3/ban-2-can-doi-quan-7-9m-x-9-5m-thu-p-24tr-thang-lk-my-hung-pr42638729
1278,https://batdongsan.com.vn/ban-nha-rieng-duong-le-van-luong-xa-nhon-duc/ban-so-dien-tich-rong-6m-x-16m-96m2-3-lau-video-review-pr42229686
1279,https://batdongsan.com.vn/ban-dat-nen-du-an-duong-so-5-xa-phong-phu-4-prj-khu-dan-cu-phong-phu-5/hang-hiem-ban-5-kdc-5-11-ty-136m2-binh-chanh-hcm-pr42598874
1280,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-van-sy-phuong-1-23/sieu-pham-o-quan-tan-binh-ket-cau-3-tang-dien-tich-5-3x16m-gia-chi15-2-ty-pr40903134
1281,https://batdongsan.com.vn/ban-nha-mat-pho-duong-34-2-phuong-hiep-binh-phuoc-prj-khu-do-thi-van-phuc-city/-tien-doi-dien-trung-tam-thuong-mai-city-pr42328014
1282,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vanh-dai-3-phuong-long-truong-prj-chung-cu-mt-eastmark-city/ban-3-dt-70m2-b-xx-02-chi-2-86-ty-vat-sap-nhan-nha-pr40020688
1283,https://batdongsan.com.vn/ban-dat-duong-ha-duy-phien-xa-binh-my/ban-81m2-tai-cu-chi-1-750-ty-gan-vanh-dai-3-uy-ban-pr42579631
1284,https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-loc-8-phuong-thanh-loc-3/-2-lau-hem-9m-vao-1-xec-tl08-khu-ben-xua-giap-nguyen-oanh-go-vap-dt-4m-x-19-4m-77m2-tho-cu-pr42271817
1285,https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-loc-8-phuong-thanh-loc-3/-hem-3m-vao-1-truc-tl08-khu-ben-xua-giap-nguyen-oanh-go-vap-dt-4-76m-x-9-2m-gia-tot-quan-12-pr42676574
1286,https://batdongsan.com.vn/ban-nha-rieng-duong-vuon-lai-phuong-phu-tho-hoa/hxh-3-tang-4pn-moi-tinh-nhu-hinh-4x18-g-a4-chu-ngop-ban-gap-pr42448509
1287,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-truong-luu-phuong-long-truong-prj-chung-cu-mt-eastmark-city/chinh-chu-ban-ven-song-3pn-100m2-ke-vinme-chi-3-96-ty-vat-thanh-p-thu-duc-pr39899668
1288,https://batdongsan.com.vn/ban-nha-rieng-duong-pham-quy-thich-phuong-tan-quy-2/chinh-chu-ban-dep-o-lien-ngay-cho-huong-dt-4x12m-3tam-duc-hem-an-ninh-gan-mat-tien-pr42324564
1289,https://batdongsan.com.vn/ban-nha-mat-pho-duong-pham-van-chieu-phuong-16-3/-tien-don-gia-80tr-m2-5-2x42-gia-18-ty-5-thuong-luong-pr42710357
1290,https://batdongsan.com.vn/ban-nha-rieng-duong-no-trang-long-phuong-13-7/ban-binh-thanh-11-5-ty-sieu-pham-dep-dt-5-5x12m-5-tang-san-so-hong-pr42360179
1291,https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-van-banh-phuong-13-9/-moi-hiem-hxh-pn-tang-noi-that-dt-3-5x12m-cn-40m2-3tang-6-pn-gia-chi-11-ty-tl-pr42711626
1292,https://batdongsan.com.vn/ban-nha-rieng-duong-phan-huy-ich-phuong-15-8/ban-15-tan-binh-2-lau-4pn-3wc-10m-gia-4-6-ty-pr42574780
1293,https://batdongsan.com.vn/ban-nha-rieng-duong-tran-khanh-du-phuong-tan-dinh-2/-41m2-4-x-11-9-5-tang-hem-o-to-9-ty-9-pr42122557
1294,https://batdongsan.com.vn/ban-nha-rieng-duong-ben-van-don-phuong-8/-dep-29-7-m2-4-53-x-7-55-3-tang-hc-du-gan-ra-vinh-khanh-3-7-ty-pr42486751
1295,https://batdongsan.com.vn/ban-nha-rieng-duong-doan-van-bo-phuong-14/-3-tam-40-3-m2-4-x-10-6-hem-6m-chi-4-4-ty-pr42693597
1296,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-thai-binh-phuong-nguyen-thai-binh/chi-2-35-ty-tret-lung-co-thang-may-so-ng-lau-dai-pr42566896
1297,https://batdongsan.com.vn/ban-nha-rieng-duong-ton-that-thuyet-phuong-15/chdv-101m2-6-63-x-16-12-pn-hem-o-to-chi-11-9-ty-pr41414677
1298,https://batdongsan.com.vn/ban-nha-rieng-duong-pham-viet-chanh-phuong-nguyen-cu-trinh/ngay-mat-tien-p-q-1-6-x16m-4-lau-hdt-80tr-th-24-ty-pr41344225
1299,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-quy-phuong-phu-thuan-3/-hem-o-to-5m-moi-xay-4-tang-56-m2-nhinh-8-toi-pr42710958
1300,https://batdongsan.com.vn/ban-nha-rieng-duong-3-2-2-phuong-11-5/chdv-ngay-ha-do-q10-no-hau-dep-chu-l-9-6m-dt-4-2x13m-dong-tien-960tr-nam-14-5-ty-bot-loc-pr42499781
1301,https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-phuong-phu-thuan-3/-pho-hien-dai-thiet-ke-lung-thang-may-mat-tien-hem-6m-quan-07-gia-13-5-ty-pr40549817
1302,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-quy-phuong-phu-thuan-3/-pho-mat-tien-hem-xe-hoi-88-q7-4-5m-x-13m-so-hong-hoan-cong-gia-8-25-ty-pr42617538
1303,https://batdongsan.com.vn/ban-nha-rieng-duong-dien-bien-phu-phuong-1-14/ban-goc-2-mt-q3-dt-8x12m-3-tang-gia-16-5-ty-tl-pr42676415
1304,https://batdongsan.com.vn/ban-nha-rieng-duong-dong-hung-thuan-6-phuong-tan-hung-thuan-1/ban-nh-1-tret-1-lau-4x16m-o-6-shr-pr42391055
1305,https://batdongsan.com.vn/ban-nha-rieng-duong-cao-thang-phuong-5-8/ban-chinh-chu-p5-quan-3-xe-hoi-do-cong-66m2-5-tang-btct-pr42580911
1306,https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-thai-phuong-14-5/ban-hxh-p14-q10-dong-tien-cao-70tr-thang-gia-17-5-ty-pr42320456
1307,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-thao-dien-prj-masteri-thao-dien/nha-dep-view-song-gia-cao-chat-luong-di-doi-voi-muc-gia-danh-rieng-cho-khach-hang-dang-cap-pr41766727
1308,https://batdongsan.com.vn/ban-nha-rieng-duong-so-5-phuong-linh-trung/dong-tien-khung-1-6-ty-hon-8-chdv-moi-keng-5-tang-thang-may-co-30-phong-6x22-gan-dh-ngan-hag-pr42411734
1309,https://batdongsan.com.vn/ban-dat-duong-so-3-phuong-truong-tho-2/ban-245-3m2-hem-8m-3-p-thu-duc-gan-ga-metro-xa-lo-ha-noi-vanh-dai-pr42366514
1310,https://batdongsan.com.vn/ban-nha-mat-pho-duong-dan-chu-phuong-binh-tho/-chinh-ban-co-2-mtkd-cuc-hiem-6-7x27-cho-bac-ninh-khu-vip-p-tho-pr42611029
1311,https://batdongsan.com.vn/ban-nha-rieng-duong-bach-dang-phuong-15-5/ngay-nga-tu-hang-xanh-ban-5tang-can-goc-2-mat-hem-1-danh-15-binh-thanh-pr42339220
1312,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-thi-nho-phuong-9-13/-moi-xay-2022-4x15m-hem-6m-khu-sang-trong-ngay-cu-xa-lu-gia-10-ty-pr41740396
1313,https://batdongsan.com.vn/ban-nha-rieng-duong-an-duong-vuong-phuong-16-1/vo-chong-chuyen-noi-o-can-ban-gap-2-tang-so-hong-du-67-8m2-hem-xe-hoi-lh-pr42684902
1314,https://batdongsan.com.vn/ban-nha-rieng-duong-dang-thuy-tram-phuong-13-7/ban-truc-12m-doi-dien-dai-hoc-van-lang-4-2x20-4-tang-khai-thac-35tr-th-pr40262354
1315,https://batdongsan.com.vn/ban-nha-rieng-duong-binh-loi-phuong-13-7/-dep-hxh-12m-2-xe-hoi-ne-nhau-4x20-4-tang-nhinh-11-ty-khong-co-san-pham-tot-hon-pr40817771
1316,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-17-4-phuong-hiep-binh-chanh/can-ban-vuon-617-m2-ngay-gigamall-pham-van-dong-duc-pr37273264
1317,https://batdongsan.com.vn/ban-nha-rieng-duong-so-59-phuong-14-8/chdv-ngay-cho-thach-da-140m2-8-5-no-hau-10-3m-x-dai-15-5m-thu-nhap-113tr-chi-18-5-ty-pr42552133
1318,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/-ban-gap-cao-cap-4pn-3wc-so-huu-vinh-vien-160m2-vinmes-view-dep-pr41250635
1319,https://batdongsan.com.vn/ban-nha-rieng-duong-le-van-sy-phuong-13-9/gap-giam-soc-500tr-4-tang-p13-phu-nhuan-giap-q-3-dt-43m2-4x11-x-4-tang-pr42710799
1320,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-thanh-ton-phuong-ben-nghe-prj-the-lancaster-ho-chi-minh/-75m2-tach-2-studio-hcm-quan-1-so-hong-lau-dai-hd-thue-38tr-thang-pr42272913
1321,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-quy-phuong-phu-thuan-3/-mtkd-hem-oto-6m-p-quan-7-pr42611774
1322,https://batdongsan.com.vn/ban-nha-rieng-duong-pham-van-chieu-phuong-14-8/4-5-ty-67m-4x17m-2-tang-p-14-go-vap-pr42684973
1323,https://batdongsan.com.vn/ban-nha-rieng-duong-dao-tong-nguyen-thi-tran-nha-be-prj-the-sun-residence/ban-pho-sieu-pham-tuyet-dep-5x22m-gia-10-9ty-o-lien-y-hinh-100-co-thang-may-be-pr42204873
1324,https://batdongsan.com.vn/ban-nha-mat-pho-duong-pham-the-hien-phuong-7-6/17-8-ty-giam-con-15-8-ty-ban-nh-cap-4-233m2-tien-3389-p7-quan-8-pr42602766
1325,https://batdongsan.com.vn/ban-dat-duong-huynh-tan-phat-thi-tran-nha-be/ban-2-lo-lien-ke-hem-2020-4x21m-gia-3-2ty-hem-doi-dien-truong-tieu-hoc-lvb-pr40443215
1326,https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-hoa-tham-phuong-7-9/-hem-xe-hoi-dt-4x22-so-no-hau-cu-tien-xay-chdv-trung-tam-binh-thanh-pr42449184
1327,https://batdongsan.com.vn/ban-nha-rieng-duong-so-33-phuong-tan-kieng/ban-can-ho-dich-vu-11-phong-doanh-thu-60-trieu-th-co-thang-may-tai-33-quan-7-pr41779328
1328,https://batdongsan.com.vn/ban-nha-rieng-duong-duong-ba-trac-phuong-2-17/n-can-ho-dich-vu-10-phong-11-9-ty-thu-nhap-60-trieu-1th-hem-100-p2-quan-8-pr41767539
1329,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-thanh-ton-phuong-ben-nghe-prj-the-lancaster-ho-chi-minh/ban-ch-2-phong-86m2-hcm-so-hong-lau-dai-tang-cao-view-song-pr42255303
1330,https://batdongsan.com.vn/ban-dat-nen-du-an-duong-pham-the-hien-phuong-7-6-prj-khu-dan-cu-phu-loi/hot-pho-quan-8-5x24m-truc-30m-gia-re-nhat-chi-6ty3-lh-khoa-pr41371414
1331,https://batdongsan.com.vn/ban-dat-duong-so-1-phuong-long-truong/-biet-thu-2mt-view-song-rach-chiec-18m-40m-714m2-full-tho-cu-ngay-ds-1-nguyen-duy-trinh-pr42645307
1332,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-dang-thuy-tram-phuong-13-7/ban-ven-song-sai-gon-y-p-13-bt-10x20-3t-moi-gia-26-5-ty-pr42351804
1333,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-cuu-dam-phuong-tan-son-nhi/hem-6m-6x25m-vuong-dep-khong-loi-cap-4-cong-nhan-du-150m2-ngay-nga-4-nhi-pr41115136
1334,https://batdongsan.com.vn/ban-dat-duong-phu-thuan-phuong-phu-thuan-3/can-ban-gap-938m2-20x49m-gia-chi-25-trieu-1m2-quan-7-lien-ke-khu-biet-thu-savimex-pr38779156
1335,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-quy-phuong-phu-thuan-3/ban-hem-xe-hoi-lo-nhi-quan-7-co-san-dau-xe-hoi-rong-4-5-14-5m-5-5ty-pr41834452
1336,https://batdongsan.com.vn/ban-dat-duong-huynh-tan-phat-thi-tran-nha-be/ban-lo-5-75-x-19m-109-2m2-gia-5-9-ty-noi-bo-6m-huyen-tphcm-pr41531584
1337,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-phu-my-9-prj-khu-dan-cu-phu-my-cho-lon/ban-92-5m2-tien-duong-so-pham-huu-lau-quan-7-pr41609750
1338,https://batdongsan.com.vn/ban-dat-duong-nguyen-thi-xieu-phuong-tan-thuan-tay-1/ban-vi-tri-dep-6-8x38m-thich-hop-xay-chdv-tai-nhanh-cau-quan-7-pr39313383
1339,https://batdongsan.com.vn/ban-dat-duong-so-55-xa-tan-phu-trung/-tho-cu-100-55-dt86m-gia1ty6-da-co-giay-chek-quy-hoach-giay-phep-y-dung-pr42670346
1340,https://batdongsan.com.vn/ban-dat-xa-tan-phu-trung/chu-mat-kha-nang-thanh-toan-ngan-hang-can-ra-nhanh-lo-goc-hai-mat-tien-dt-154m-gia-1ty650tr-con-bot-pr42674620
1341,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-9-phuong-tan-kieng/ban-tien-doi-30m-dep-t-quan-7-vi-tri-kdmb-sam-uat-t-pr41821738
1342,https://batdongsan.com.vn/ban-nha-rieng-duong-cong-quynh-phuong-nguyen-cu-trinh/dong-tien-khung-180tr-th-ngay-mat-tien-p-nct-quan-1-4-x-17-no-bung-cn-77-6-16-ty-pr42047496
1343,https://batdongsan.com.vn/ban-nha-rieng-duong-le-van-sy-phuong-14-1/giam-manh-40-ty-ve-34-ty-toa-ngay-mat-tien-p14-quan-3-8-x17-8m-4-lau-hdt-cao-pr41185141
1344,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lien-phuong-phuong-phu-huu-2-prj-lucasta-villa/nhan-mua-ban-ky-gui-chinh-chu-ban-can-song-lap-230m2-full-noi-that-goi-0982667473-pr28911301
1345,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lien-phuong-phuong-phu-huu-2-prj-lucasta-villa/chinh-chu-ban-can-khang-dien-10x23-full-noi-that-cao-cap-goi-ngay-0982667473-pr26555204
1346,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-vo-chi-cong-phuong-phu-huu-2-prj-the-classia/chinh-chu-ban-pho-khang-dien-92-7m-noi-that-day-du-co-thang-may-lo-3-ty-noi-that-pr41835657
1347,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-vo-chi-cong-phuong-phu-huu-2-prj-mega-village/chinh-chu-ban-can-tho-5x15m-gia-tot-t-trong-khu-goi-ngay-o982667473-pr33906590
1348,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-6-phuong-long-phuoc-2/chinh-cu-ban-tien-6-thanh-thu-duc-ho-chi-minh-pr39124630
1349,https://batdongsan.com.vn/ban-nha-rieng-duong-chuyen-dung-9-phuong-phu-my-9/ban-so-61-5m2-hoan-cong-4-tang-full-noi-that-9-p-quan-7-pr41798479
1350,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-huynh-tan-phat-xa-phu-xuan-prj-green-riverside/chinh-chu-ban-so-rieng-81m2-hoan-cong-4-tang-full-noi-that-kdc-gan-quan-7-pr41967361
1351,https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-phuong-phu-thuan-3/-pho-hien-dai-hem-3-5m-1247-gan-my-hung-q7-4-2m-x-14m-gia-5-85-ty-pr42517952
1352,https://batdongsan.com.vn/ban-nha-rieng-duong-vuon-lai-phuong-phu-tho-hoa/hxh-3-tang-duc-kien-co-4x13-5m-chu-moi-gui-ngop-bank-ban-rat-gap-pr40364624
1353,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hung-vuong-2-phuong-4-13/-tien-dt-4x14m-1-tret-2-lau-4-quan-5-gia-chi-17-ty-pr42475512
1354,https://batdongsan.com.vn/ban-dat-duong-suoi-loi-xa-phuoc-vinh-an/b-gap-125m-tho-cu-1-sec-cu-chi-mt-nhua-8m-gia-1ty860-chot-pr42176669
1355,https://batdongsan.com.vn/ban-nha-rieng-duong-pham-huu-lau-phuong-phu-my-9/biet-thu-san-vuon-lo-nhi-quan-7-8m-x-14m-lien-ke-mu-hung-8ty8-pr42119950
1356,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-bach-dang-phuong-an-khanh-prj-the-river-thu-thiem/ban-3pn-re-nhat-da-co-so-view-dep-gia-ban-19ty-all-in-cam-ket-gia-that-pr42561310
1357,https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-xa-phu-xuan/ban-so-83-6m2-hoan-cong-4-full-noi-that-kdc-be-gan-quan-7-chi-2-5k-pr42480897
1358,https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-xa-phu-xuan-prj-green-riverside/ban-so-80m-kdc-cao-tang-dong-bo-full-noi-that-cao-cap-pr41323389
1359,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-huynh-tan-phat-xa-phu-xuan-prj-green-riverside/ban-so-rieng-84-2m2-hoan-cong-day-du-full-noi-that-kdc-be-pr41437335
1360,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-huynh-tan-phat-xa-phu-xuan-prj-green-riverside/ban-so-rieng-81m2-phong-cach-full-noi-that-cao-cap-gan-quan-7-khoang-2-5km-pr42473808
1361,https://batdongsan.com.vn/ban-dat-duong-so-14-phuong-tang-nhon-phu-a/lo-93-8m2-gia-5-75-ty-mat-tien-14-can-mat-tien-lang-phu-pr42635643
1362,https://batdongsan.com.vn/ban-nha-rieng-duong-la-xuan-oai-phuong-tang-nhon-phu-a/-dep-1t2l-hem-xe-hoi-cach-50m-ra-le-van-viet-vo-chi-cong-3p-di-xe-pr42687854
1363,https://batdongsan.com.vn/ban-nha-rieng-duong-le-quang-dinh-phuong-11-7/-hem-xe-hoi-4-tang-btct-6pn-co-dong-tien-thue-thang-11-binh-thanh-pr42576577
1364,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-so-11-xa-phuoc-kieng-prj-nine-south-estates/ket-von-lam-an-ban-gap-can-tam-huyet-7x20-full-nt-gia-15-5-ty-pr38390191
1365,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-so-8-phuong-tan-thuan-dong-1-prj-khu-do-thi-nam-long/dinh-cu-nuoc-ngoai-ban-lo-8x24-kdc-tran-trong-cung-quan-7-hong-rieng-pr42255433
1366,https://batdongsan.com.vn/ban-nha-rieng-duong-binh-long-phuong-phu-thanh/gia-hoi-thi-truong-tan-hem-xe-hoi-93m2-chi-5-7-ty-4-2m-x-16m-60tr-m2-pr42372012
1367,https://batdongsan.com.vn/ban-nha-rieng-duong-ton-dan-phuong-10/ban-quan-4-50m-4-6-ty-pr42607921
1368,https://batdongsan.com.vn/ban-nha-mat-pho-duong-25-2-phuong-4/ban-tien-so-25-quan-4-17-5m-4-1-ty-pr42607769
1369,https://batdongsan.com.vn/ban-nha-mat-pho-duong-buu-long-phuong-15-3/-4-tang-tien-cu-xa-bac-hai-4x15m-hdt-40tr-thang-16-2-ty-thuong-luong-pr42671986
1370,https://batdongsan.com.vn/ban-nha-rieng-duong-tran-dinh-xu-phuong-cau-kho/-4-tang-4x14m-56m2-hem-xe-hoi-q1-12-8-ty-thuong-luong-pr42466317
1371,https://batdongsan.com.vn/ban-dat-xa-phong-phu-4/can-ban-gap-moi-co-gia-nay-2-2tr-m2-pr42709740
1372,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-linh-xa-phong-phu-4-prj-sai-gon-intela/-ban-55m2-1-57-ty-bao-sang-ten-gia-tot-ban-nhanh-pr41853129
1373,https://batdongsan.com.vn/ban-nha-rieng-phuong-truong-tho-2/hiem-ban-4-tang-duong-10m-gan-song-hanh-thu-duc-cach-ga-metro-180m-pr42568324
1374,https://batdongsan.com.vn/ban-dat-duong-an-phu-dong-9-phuong-an-phu-dong-1/b-lo-full-tho-cu-thong-xe-hoi-qu-12-pr42327943
1375,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phuoc-thien-phuong-long-binh-3-prj-the-origami-vinhomes-grand-park/ban-gap-2pn-tang-trung-huong-dong-nam-mat-nha-moi-da-co-so-hong-gia-chi-2ty8-btp-pr42709668
1376,https://batdongsan.com.vn/ban-nha-mat-pho-duong-to-hien-thanh-phuong-15-3/-tien-4x20m-6-tang-vi-tri-dep-ngay-big-c-via-he-truoc-rong-8m-gia-27-ty-tl-pr42454187
1377,https://batdongsan.com.vn/ban-nha-rieng-duong-bui-dinh-tuy-phuong-12-7/ban-160m2-hxh-3-tang-gia-20-x-ty-con-tl-pr42665690
1378,https://batdongsan.com.vn/ban-dat-duong-so-2-phuong-truong-tho-2/ngop-bank-ban-hxh-cach-10met-ra-mt-2-chi-59trieu-m2-thich-hop-xchdv-pr41873913
1379,https://batdongsan.com.vn/ban-dat-duong-6-4-phuong-tang-nhon-phu-b/an-nha-c4-mat-tien-6-quan-9-gia-cuc-tot-65-trieu-m2-pr42596700
1380,https://batdongsan.com.vn/ban-dat-phuong-hiep-phu/hiem-khu-vip-tu-xuong-quan-9-cach-ga-metro-chi-100m-pr42466691
1381,https://batdongsan.com.vn/ban-dat-nen-du-an-phuong-long-truong-prj-centana-city-dien-phuc-thanh/chu-dinh-cu-nuoc-ngoai-can-ban-gap-mat-tuen-duong-30m-q9-pr40866356
1382,https://batdongsan.com.vn/ban-dat-nen-du-an-duong-do-xuan-hop-phuong-phu-huu-2-prj-khu-dan-cu-dai-hoc-bach-khoa/ban-nhanh-lo-dep-7x26-truc-chinh-16m-kdc-quan-9-tp-thu-duc-tp-hcm-pr41407195
1383,https://batdongsan.com.vn/ban-nha-rieng-duong-su-van-hanh-phuong-10-6/sieu-hiem-hdt-100tr-thang-dt-4x13m-no-hau-10-14-8-ty-tl-6-tang-pr42319985
1384,https://batdongsan.com.vn/ban-nha-rieng-duong-thong-nhat-phuong-11-8/ban-hem-xe-tai-435-t-go-vap-oto-ngu-trong-chinh-chu-100-pr42578139
1385,https://batdongsan.com.vn/ban-nha-rieng-duong-bui-dinh-tuy-phuong-24/-hem-xe-hoi-dt-58m-4-tang-btct-5-pn-6wc-24-binh-thanh-pr42580398
1386,https://batdongsan.com.vn/ban-nha-rieng-duong-yen-do-phuong-tan-thanh/chinh-chu-ban-hem-noi-bo-p-q-phu-84m2-4-1-x-21m-1-lau-cu-pr42708862
1387,https://batdongsan.com.vn/ban-nha-rieng-pho-phan-dang-luu-phuong-3-21/ban-hxh-phu-nhuan-6-tang-7-phong-chdv-33-trieu-thang-chi-13-ty-nhinh-pr42527114
1388,https://batdongsan.com.vn/ban-nha-rieng-duong-pham-the-hien-phuong-7-6/-moi-5-4-9m-4-tang-o-f7-q8-sau-can-mt-shrieng-hoan-cong-du-lh-pr41885069
1389,https://batdongsan.com.vn/ban-dat-nen-du-an-duong-d1-phuong-phuoc-long-b-prj-khu-dan-cu-nam-long/gia-tot-mt-truc-chinh-rong-25m-kdc-cach-globacity-300m-dt-90m2-9-75-ty-thuong-luong-pr42688880
1390,https://batdongsan.com.vn/ban-dat-xa-tan-thong-hoi-1/lo-sieu-dep-ngang-10m-thich-hop-dau-tu-kinh-doanh-hoac-xay-o-shr-duong-o-to-chi-930trieu-pr42328855
1391,https://batdongsan.com.vn/ban-dat-duong-so-8-phuong-linh-xuan/bao-gia-toan-khu-vuc-81m2-chi-4-ty-2-hem-xe-hoi-8-thu-duc-pr42708650
1392,https://batdongsan.com.vn/ban-nha-rieng-duong-phan-huy-ich-phuong-15-8/ban-gap-hem-xe-hoi-8m-thong-4-tang-btct-4mx15m-chi-7-ty-x-pr41866603
1393,https://batdongsan.com.vn/ban-nha-rieng-duong-au-co-phuong-phu-trung/ban-chinh-chu-vi-tri-giap-tan-binh-ngay-nga-tu-lac-long-quan-77m2-pr42667883
1394,https://batdongsan.com.vn/ban-nha-rieng-phuong-phuoc-long-b/sieu-vip-pho-3-tang-quan-9-khu-an-co-3-phut-ra-ga-metro-nga-tu-inh-thai-pr42448416
1395,https://batdongsan.com.vn/ban-dat-phuong-hiep-phu/ban-mt-kinh-doanh-sam-uat-quan-9-cach-ga-metro-50met-gan-dai-hoc-hutech-pr42121816
1396,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-so-4-phuong-phu-thuan-3-prj-khu-dan-cu-tan-truong/ban-nhanh-9x17-ngay-gan-my-hung-pr41225053
1397,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-so-14-phuong-hiep-binh-phuoc-prj-khu-do-thi-van-phuc-city/can-5m-hoan-thien-co-thang-may-hoan-thien-full-noi-that-cao-cap-hong-rieng-pr41925472
1398,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-thi-nghi-phuong-7-10/cuc-hiem-tien-cityland-ngang-khung-6-5m-gia-sieu-re-11-55-ty-lh-pr42604485
1399,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-dinh-chieu-phuong-5-8/hem-vip-7-5x13m-5-lau-vi-tri-dac-dia-gia-27-8-ty-tl-pr42046847
1400,https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-van-tri-phuong-12-7/ban-gap-tien-binh-thanh-gia-5-ty-co-the-vua-o-vua-kinh-doanh-hoac-cho-thue-pr42708040
1401,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-thuong-phuong-25/tiem-can-su-hoan-hao-1-can-duy-t-p25-moi-4-2x12m-5-tang-bt-pr42206842
1402,https://batdongsan.com.vn/ban-nha-rieng-duong-phan-van-tri-phuong-11-7/ban-ngang-be-the-8m-x-14m-ctxd-ham-5-tang-hxh-voi-tan-gan-emart-p11-tri-pr42431595
1403,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-5-cu-xa-chu-van-an-phuong-26/sieu-pham-moi-4x18m-4-tg-btct-tien-o-hoac-kinh-doh-phong-chi-12-ty-tl-pr42477461
